janela,negociacao,ativo1,ativo2,rank,ssd,sigma,n_trades,n_fechados,n_forcados,retorno_total
1996/S1_a_1996/S2,1997/S1,D,PPL,2,0.061491094731366,0.0152322664207593,2,1,1,0.009296255490128247
1996/S1_a_1996/S2,1997/S1,XEL,TE,3,0.0761045242336422,0.0166322243044521,2,1,1,0.03547286234136238
1996/S1_a_1996/S2,1997/S1,UEP,PPL,4,0.0907371121571145,0.0189345942781551,2,1,1,-0.008235307208667053
1996/S1_a_1996/S2,1997/S1,D,UEP,5,0.0910083339946368,0.0186066942403395,2,1,1,0.06863252167418987
1996/S1_a_1996/S2,1997/S1,CEG,UEP,6,0.0962564889941859,0.0187453958107928,1,0,1,0.023237505186965213
1996/S1_a_1996/S2,1997/S1,D,SO,7,0.0981089189494355,0.0194258408706584,2,2,0,0.1029953338666979
1996/S1_a_1996/S2,1997/S1,CEG,PPL,8,0.1029549849307045,0.0195337083699676,1,0,1,-0.08346344451481769
1996/S1_a_1996/S2,1997/S1,CEG,D,9,0.1067058443712767,0.0204649964720087,2,1,1,0.050211604745837524
1996/S1_a_1996/S2,1997/S1,PPL,TE,10,0.1089181652702109,0.0160043273932999,2,1,1,-0.08405790744417763
1996/S1_a_1996/S2,1997/S1,GPUI,NI,11,0.1152139725353436,0.0200215197773387,2,2,0,0.09935360806021765
1996/S1_a_1996/S2,1997/S1,ETR,PPL,12,0.1189547926043133,0.0209034842132303,1,0,1,-0.09667791759590516
1996/S1_a_1996/S2,1997/S1,D,TE,13,0.1191821367386296,0.0140708101194534,2,1,1,-0.01655053346598101
1996/S1_a_1996/S2,1997/S1,USW,VZ,14,0.123900433523886,0.0219179841639541,4,3,1,0.195363229501889
1996/S1_a_1996/S2,1997/S1,SO,UEP,15,0.1279468881775187,0.0224837437131984,0,0,0,0.0
1996/S1_a_1996/S2,1997/S1,CIN,PNW,16,0.1317663822694612,0.0210218871113485,1,0,1,-0.06585913440440305
1996/S1_a_1996/S2,1997/S1,PPW,NEE,17,0.132501525792918,0.0223994595545459,3,3,0,0.17073679579491452
1996/S1_a_1996/S2,1997/S1,MCAI,SWKS,18,0.1464668308902901,0.0121012814955818,1,0,1,-0.00868535311573182
1996/S1_a_1996/S2,1997/S1,SO,TE,19,0.147635519167693,0.0201671863815559,1,0,1,-0.03317487131747565
1996/S1_a_1996/S2,1997/S1,FPC,SCG,20,0.1477510472523135,0.0204990614181344,3,3,0,0.1871689863099706
1996/S2_a_1997/S1,1997/S2,MHFI,SPGI,1,0.0512918466296241,0.0141803554118193,24,23,1,0.9067841753233721
1996/S2_a_1997/S1,1997/S2,VZ,210967Q,2,0.058193825931994,0.014515356862154,0,0,0,0.0
1996/S2_a_1997/S1,1997/S2,MCAI,SWKS,3,0.0804166995312698,0.0089924966017931,1,0,1,-0.007072507331443045
1996/S2_a_1997/S1,1997/S2,AEP,NEE,4,0.0886884744488725,0.0184954309115933,3,2,1,0.12369882286208655
1996/S2_a_1997/S1,1997/S2,8375930Q,COP,5,0.0990401717007216,0.0097141277675023,1,0,1,-0.0071705405921366205
1996/S2_a_1997/S1,1997/S2,CEG,UEP,6,0.1108841735767214,0.0180183398804915,1,0,1,-0.06566453498306857
1996/S2_a_1997/S1,1997/S2,0961514D,UEP,7,0.1225325359870339,0.022044615501714,3,2,1,0.16184159238947604
1996/S2_a_1997/S1,1997/S2,DUK,SO,8,0.1297997323743516,0.0214380026958089,3,2,1,0.1366079985391444
1996/S2_a_1997/S1,1997/S2,AEP,PSX,9,0.1396810771254877,0.0172455595712093,1,0,1,-0.20843472380801475
1996/S2_a_1997/S1,1997/S2,NEE,TE,10,0.1422569128107511,0.0197211821066784,1,0,1,-0.07344136964663528
1996/S2_a_1997/S1,1997/S2,TE,PSX,11,0.1431088071864223,0.023084413557231,2,1,1,-0.05346968347129488
1996/S2_a_1997/S1,1997/S2,AEP,TE,12,0.1432654462428217,0.0215934303781674,1,0,1,-0.03189251441823082
1996/S2_a_1997/S1,1997/S2,NI,TE,13,0.1521493965489071,0.0239635582352113,1,0,1,-0.042010998894152274
1996/S2_a_1997/S1,1997/S2,CEG,0961514D,14,0.156211511325921,0.0222033360358798,1,0,1,-0.03940780363708485
1996/S2_a_1997/S1,1997/S2,D,AYE,15,0.1728947624770285,0.0257663175881127,2,1,1,0.10728020098895019
1996/S2_a_1997/S1,1997/S2,PPW,UEP,16,0.1867304714130568,0.0270182057560301,3,2,1,0.046948472448329226
1996/S2_a_1997/S1,1997/S2,CEG,PPW,17,0.1878504031224679,0.0262744987699686,2,2,0,0.1304012314696359
1996/S2_a_1997/S1,1997/S2,SO,WEC,18,0.1899191298908249,0.0271701410690405,2,1,1,0.06437675716959645
1996/S2_a_1997/S1,1997/S2,UEP,SCG,19,0.1944038328169313,0.0275509766605601,1,1,0,0.07185295241425382
1996/S2_a_1997/S1,1997/S2,STI,KEY,20,0.1945892297178488,0.0277784134573535,1,0,1,0.02350101267579585
1997/S1_a_1997/S2,1998/S1,MCAI,SWKS,1,0.0470342653047737,0.0068450183652142,2,1,1,-0.025758869684641805
1997/S1_a_1997/S2,1998/S1,8375930Q,COP,2,0.11481382466809,0.0110512583483816,1,0,1,-0.007273792912878663
1997/S1_a_1997/S2,1998/S1,CIN,TE,3,0.1265399007183987,0.0223722481324084,1,0,1,-0.0005731560366434296
1997/S1_a_1997/S2,1998/S1,XEL,NI,4,0.1380431697801896,0.0222151924435087,1,0,1,-0.10889235182861179
1997/S1_a_1997/S2,1998/S1,DUK,CMS,6,0.1630423067824722,0.0227941588380142,2,1,1,0.10148660280746546
1997/S1_a_1997/S2,1998/S1,375573Q,DDR,7,0.1772006352139215,0.025155369888104,1,0,1,-0.09971271139126414
1997/S1_a_1997/S2,1998/S1,2269312Q,0111145D,9,0.1873843085937778,0.0258169732917812,2,1,1,0.015096525002180727
1997/S1_a_1997/S2,1998/S1,D,0961514D,10,0.2052766176674367,0.0281717807822258,1,0,1,-0.011271104353026029
1997/S1_a_1997/S2,1998/S1,AEP,NEE,11,0.2219510940835789,0.0244331916886156,1,0,1,-0.17690781840770853
1997/S1_a_1997/S2,1998/S1,GPUI,NI,12,0.223183480040916,0.0293338496477108,1,0,1,-0.15711387807842214
1997/S1_a_1997/S2,1998/S1,PET,NI,15,0.2435614822161369,0.0309260998205347,1,0,1,-0.014737351106405505
1997/S1_a_1997/S2,1998/S1,AVB,GGP,16,0.2487040055348188,0.0311441395892405,1,0,1,-0.03230344272438679
1997/S1_a_1997/S2,1998/S1,0961514D,SCG,17,0.2506322895601443,0.0192676794422883,1,1,0,0.043668116793732614
1997/S1_a_1997/S2,1998/S1,PPW,CMS,18,0.2514624732673383,0.0314623752126188,1,0,1,-0.08996376243852677
1997/S1_a_1997/S2,1998/S1,XEL,GPUI,19,0.2540778656276643,0.0316658145628181,2,1,1,0.04789383811628023
1997/S1_a_1997/S2,1998/S1,GFS_A,GAS,20,0.2547380933046952,0.0267430019132178,2,1,1,-0.1169391586519497
1997/S2_a_1998/S1,1998/S2,8375930Q,COP,1,0.1057801103172551,0.0102169724319381,1,0,1,-0.00819918109436979
1997/S2_a_1998/S1,1998/S2,MHFI,SPGI,2,0.1082383083305558,0.0182144528470874,17,17,0,0.8309747893127702
1997/S2_a_1998/S1,1998/S2,JNJ,ABT,3,0.1834718324222422,0.0268032783556156,2,1,1,0.03886547000913476
1997/S2_a_1998/S1,1998/S2,PSX,O,4,0.1898489399050049,0.022654762611793,4,3,1,0.21161030622499266
1997/S2_a_1998/S1,1998/S2,DDR,O,5,0.1932230234219787,0.0260491545187885,4,3,1,0.21629054767926048
1997/S2_a_1998/S1,1998/S2,FPC,NI,6,0.2029213671437446,0.026684150060288,1,1,0,0.048064393804318484
1997/S2_a_1998/S1,1998/S2,CEG,SCG,7,0.206898979468292,0.0283375988141496,1,0,1,-0.06561834851374482
1997/S2_a_1998/S1,1998/S2,DDR,PSX,8,0.2085745493909598,0.0281867523626366,3,2,1,0.14124530387024437
1997/S2_a_1998/S1,1998/S2,CEG,TXU,9,0.2093189138225852,0.0282371252809593,1,0,1,-0.11370526855304575
1997/S2_a_1998/S1,1998/S2,D,0111145D,10,0.2102596140207424,0.0287188308179648,1,0,1,-0.07828872807067544
1997/S2_a_1998/S1,1998/S2,BF_B,1958Q,11,0.2213193034471032,0.0167467742153463,15,14,1,0.7657011276395645
1997/S2_a_1998/S1,1998/S2,8214761Q,RLM,12,0.2253762312343497,0.0289673139792871,2,1,1,0.1483156246606545
1997/S2_a_1998/S1,1998/S2,DUK,SCG,13,0.2277982778933847,0.0283657323527676,2,2,0,0.1162028321115881
1997/S2_a_1998/S1,1998/S2,0961514D,SCG,14,0.2286854527611694,0.0225352433827136,2,1,1,0.08189939361780907
1997/S2_a_1998/S1,1998/S2,1281683D,HCP,15,0.2400395468721399,0.0302438740351633,1,1,0,0.13571824994800308
1997/S2_a_1998/S1,1998/S2,677004Q,3891289Q,16,0.2444152766663592,0.0309491112175467,4,3,1,0.04662291075787084
1997/S2_a_1998/S1,1998/S2,GIDL,O,17,0.2526585880756329,0.0283759258313173,1,0,1,-0.07469865501794415
1997/S2_a_1998/S1,1998/S2,CVX,COP,18,0.2618078820030405,0.0320297227751365,1,0,1,-0.1127672380747683
1997/S2_a_1998/S1,1998/S2,GPC,GAS,19,0.2685513583680858,0.0313943971310854,2,1,1,-0.04054227351182915
1997/S2_a_1998/S1,1998/S2,DDR,MAC,20,0.2685915542360817,0.0301003941875635,4,4,0,0.37060258557702463
1998/S1_a_1998/S2,1999/S1,MCAI,GIDL,1,0.0296081435391215,0.005408280145318,1,0,1,-0.005023673368777182
1998/S1_a_1998/S2,1999/S1,8375930Q,COP,2,0.0805140174903158,0.0080954090647005,1,0,1,-0.007175511397612855
1998/S1_a_1998/S2,1999/S1,BF_B,1958Q,3,0.1150289108516062,0.0192879380041917,10,10,0,0.6012406278768958
1998/S1_a_1998/S2,1999/S1,0574018D,AVB,4,0.1373174812009665,0.0233862429659347,2,2,0,0.14932052140045626
1998/S1_a_1998/S2,1999/S1,NCE,TE,5,0.1550985547680738,0.0233134748370148,2,2,0,0.15628591368239786
1998/S1_a_1998/S2,1999/S1,TE,TEG,6,0.1554178722388997,0.0235968285153101,1,0,1,-0.029496310585802044
1998/S1_a_1998/S2,1999/S1,SO,FPC,7,0.1939727496157957,0.0251019352558681,2,2,0,0.13948671961292025
1998/S1_a_1998/S2,1999/S1,GIDL,FPC,8,0.2446932653351723,0.031221722112224,1,0,1,-0.032199324623043646
1998/S1_a_1998/S2,1999/S1,CMS,GAS,9,0.2479371690752714,0.0309101647500239,2,2,0,0.13667893461468394
1998/S1_a_1998/S2,1999/S1,SO,WEC,10,0.252634603709339,0.0309417260547555,2,1,1,0.029951548715619225
1998/S1_a_1998/S2,1999/S1,231330Q,ESS,11,0.2526358999772924,0.0316495567637456,1,0,1,-0.2177904651617708
1998/S1_a_1998/S2,1999/S1,D,PPL,12,0.254486500930966,0.0288090729401222,1,0,1,-0.14071478415137717
1998/S1_a_1998/S2,1999/S1,D,TXU,13,0.2556611118031924,0.0313317512177892,2,1,1,0.09254519887118084
1998/S1_a_1998/S2,1999/S1,FE,WEC,14,0.2562939783229012,0.0317295710933889,1,0,1,-0.13457632325854985
1998/S1_a_1998/S2,1999/S1,ED,PEG,15,0.2584167050201813,0.0283103330855171,1,0,1,-0.13740101000267235
1998/S1_a_1998/S2,1999/S1,231330Q,HCN,16,0.2610491192337463,0.0321980202820398,2,1,1,0.06842947670271393
1998/S1_a_1998/S2,1999/S1,FPC,WEC,17,0.2616607273661202,0.0261383778396213,1,0,1,-0.1119371155416733
1998/S1_a_1998/S2,1999/S1,RDPL,300583Q,18,0.2619492289036316,0.0320328826385919,3,3,0,0.27881325766181886
1998/S1_a_1998/S2,1999/S1,MCAI,FPC,19,0.2635874969871565,0.0309210583242999,1,0,1,-0.04780865024738734
1998/S1_a_1998/S2,1999/S1,AEP,CEG,20,0.2740248315228655,0.0328883996726858,2,1,1,-0.0029692014710049897
1998/S2_a_1999/S1,1999/S2,8375930Q,COP,2,0.0909977805309836,0.0102040473408231,1,0,1,-0.007224178919828073
1998/S2_a_1999/S1,1999/S2,MHFI,SPGI,3,0.1498757549237552,0.0242897449485378,10,10,0,0.5903425666208594
1998/S2_a_1999/S1,1999/S2,45200Q,TEG,4,0.1594730115247102,0.0240360993044793,1,1,0,0.07899060390268053
1998/S2_a_1999/S1,1999/S2,AEE,FPC,5,0.1652998469019166,0.0251640636204676,1,0,1,-0.14513178794232917
1998/S2_a_1999/S1,1999/S2,45200Q,AEP,6,0.1710450208031488,0.0246852734441129,1,0,1,-0.004005208884934386
1998/S2_a_1999/S1,1999/S2,SO,0961514D,7,0.1794453432681848,0.0267331103949541,1,0,1,-0.143446638931652
1998/S2_a_1999/S1,1999/S2,SO,AEE,8,0.1908194670641023,0.0274403506942908,0,0,0,0.0
1998/S2_a_1999/S1,1999/S2,BF_B,1958Q,9,0.2009713704611613,0.0198337153087149,4,4,0,0.29276654300611327
1998/S2_a_1999/S1,1999/S2,45200Q,0961514D,10,0.2040033540936292,0.0283420045282752,2,1,1,0.07082602279636385
1998/S2_a_1999/S1,1999/S2,EQR,0574018D,11,0.210430661840121,0.0237665029861118,2,2,0,0.12412063350795022
1998/S2_a_1999/S1,1999/S2,FE,AEE,12,0.2190629580701397,0.0293580760731756,1,0,1,-0.04378375243140131
1998/S2_a_1999/S1,1999/S2,ED,TXU,13,0.219423640460036,0.0280571092659008,2,1,1,0.028332944407018612
1998/S2_a_1999/S1,1999/S2,AEP,0111145D,14,0.2271866746289674,0.0266930052851546,1,0,1,0.0016124675103728059
1998/S2_a_1999/S1,1999/S2,45200Q,AEE,15,0.2332657448235977,0.0304849078930928,1,0,1,0.021208568099315595
1998/S2_a_1999/S1,1999/S2,CNP,CMS,16,0.2354771088693041,0.0261999460186204,1,0,1,-0.037405285919471454
1998/S2_a_1999/S1,1999/S2,45200Q,FPC,17,0.2358799924583081,0.0302602507668296,1,0,1,-0.17173837607659714
1998/S2_a_1999/S1,1999/S2,PCG,PSX,18,0.2384329044983815,0.0298063658350492,2,1,1,-0.27819725188611166
1998/S2_a_1999/S1,1999/S2,FPC,TEG,19,0.2477603445163367,0.0288254283040481,1,0,1,-0.19946791890457682
1998/S2_a_1999/S1,1999/S2,0961514D,AEE,20,0.251370717594682,0.031483148939721,1,0,1,-0.11903450248876513
1999/S1_a_1999/S2,2000/S1,8375930Q,COP,2,0.1201913443392186,0.0104591884380866,1,0,1,-0.006833843913129245
1999/S1_a_1999/S2,2000/S1,SO,AEE,3,0.123050706221079,0.0218111916793531,2,2,0,0.11987428938937106
1999/S1_a_1999/S2,2000/S1,MHFI,SPGI,4,0.1821558922861186,0.0214180509403829,15,14,1,1.1755831499515206
1999/S1_a_1999/S2,2000/S1,BF_B,1958Q,5,0.2086404868946942,0.0154418973903094,5,5,0,0.3269914966972687
1999/S1_a_1999/S2,2000/S1,DUK,CNP,6,0.2159446775880269,0.0293055625131103,2,1,1,0.09835480645214001
1999/S1_a_1999/S2,2000/S1,EQR,0574018D,7,0.22200358854559,0.0250160533086982,4,4,0,0.257421214777079
1999/S1_a_1999/S2,2000/S1,SKY,FE,8,0.2292205660505715,0.0301644944147572,4,3,1,0.4062039600627432
1999/S1_a_1999/S2,2000/S1,0111145D,AEE,9,0.24303182574846,0.0260221051919149,4,3,1,0.24892878427824516
1999/S1_a_1999/S2,2000/S1,DUK,TEG,10,0.2506728602762678,0.0211513008803363,5,5,0,0.36574725441295486
1999/S1_a_1999/S2,2000/S1,AEP,CMS,11,0.2531674055877033,0.0311978451803611,1,0,1,-0.19469324938970822
1999/S1_a_1999/S2,2000/S1,PEG,PLD,12,0.263117201675243,0.0321458634959106,1,0,1,-0.10132491176667535
1999/S1_a_1999/S2,2000/S1,CIN,PNW,13,0.2668995194807735,0.0305460843981928,1,1,0,0.1289356766245473
1999/S1_a_1999/S2,2000/S1,PSA,KIM,14,0.271334533725394,0.0314020931355027,1,0,1,-0.12061357670630868
1999/S1_a_1999/S2,2000/S1,PEG,UCM,15,0.272364232430732,0.0310320530378987,1,0,1,-0.0569133068277633
1999/S1_a_1999/S2,2000/S1,CNP,TEG,16,0.2800809027614832,0.0249187145619828,4,4,0,0.3533850300028598
1999/S1_a_1999/S2,2000/S1,TEG,DDR,17,0.2849230406263814,0.0336566853789423,3,3,0,0.3343698829202275
1999/S1_a_1999/S2,2000/S1,8394653Q,KIM,18,0.2885467519525946,0.0262739968689486,1,0,1,0.049926301099176174
1999/S1_a_1999/S2,2000/S1,BBT,NFB,19,0.2918802033005931,0.0310524695692732,2,1,1,0.13504077126071368
1999/S1_a_1999/S2,2000/S1,CMA,BBT,20,0.2939380220008161,0.0324035267861998,2,1,1,0.05549042579251884
1999/S2_a_2000/S1,2000/S2,BF_B,1958Q,2,0.074903816590222,0.0160189456156227,2,2,0,0.09285472568548259
1999/S2_a_2000/S1,2000/S2,8375930Q,COP,3,0.0817811601004905,0.0096974289478006,1,0,1,-0.005323516330787648
1999/S2_a_2000/S1,2000/S2,571300Q,VZ,4,0.1061924936403784,0.0197712189273674,1,0,1,0.03736028380290379
1999/S2_a_2000/S1,2000/S2,MHFI,SPGI,5,0.1550889427825836,0.0247293458149042,1,1,0,0.06063770848785299
1999/S2_a_2000/S1,2000/S2,8394653Q,0574018D,6,0.1631086341921559,0.0191273036370218,4,3,1,0.1454381321502245
1999/S2_a_2000/S1,2000/S2,AIV,PLD,7,0.1841703606152691,0.0240980988152984,2,1,1,0.06355108681335453
1999/S2_a_2000/S1,2000/S2,EQR,0574018D,8,0.1974837057699119,0.0273852222921424,3,2,1,0.10453599760847065
1999/S2_a_2000/S1,2000/S2,AEE,AYE,9,0.2123552962783605,0.0264278030088336,2,1,1,-0.06336689964769804
1999/S2_a_2000/S1,2000/S2,AIV,VNO,10,0.2187853236264914,0.0291501686211426,2,1,1,0.0119616343912613
1999/S2_a_2000/S1,2000/S2,XEL,NCE,11,0.2219066034165848,0.0163482674218632,0,0,0,0.0
1999/S2_a_2000/S1,2000/S2,AIV,0574018D,12,0.250142745579069,0.0263794481445422,2,2,0,0.10572470043216431
1999/S2_a_2000/S1,2000/S2,VNO,PLD,13,0.2616973053308129,0.0310838271520993,2,1,1,0.06714597322935412
1999/S2_a_2000/S1,2000/S2,EOP,AVB,14,0.2666680946193764,0.0318074788497922,1,0,1,-0.013112106330222195
1999/S2_a_2000/S1,2000/S2,SO,0111145D,15,0.2696068810465704,0.0318867598398431,1,0,1,-0.019328762075274675
1999/S2_a_2000/S1,2000/S2,EQR,AIV,16,0.2757111174859687,0.0309143034841846,2,1,1,0.07856078919306098
1999/S2_a_2000/S1,2000/S2,BBT,OK,17,0.2831864682633522,0.0332149513041458,2,1,1,0.1771558596648587
1999/S2_a_2000/S1,2000/S2,544791Q,228510Q,18,0.2845087589238915,0.0334703029306735,1,0,1,-0.19745085638512105
1999/S2_a_2000/S1,2000/S2,EQR,VNO,19,0.2875352086021507,0.0299601801839669,2,1,1,-0.025352225827063757
1999/S2_a_2000/S1,2000/S2,41018Q,BBT,20,0.2881838779198347,0.0337475612316333,1,0,1,-0.30445356796386536
2000/S1_a_2000/S2,2001/S1,8375930Q,COP,1,0.1492206742506141,0.012711051622577,1,0,1,-0.005723286885583212
2000/S1_a_2000/S2,2001/S1,BF_B,1958Q,2,0.171928233006497,0.0178410118797326,4,4,0,0.22907648763288257
2000/S1_a_2000/S2,2001/S1,BXP,AVB,3,0.2022319755540138,0.0220177223414453,2,2,0,0.0736213090635558
2000/S1_a_2000/S2,2001/S1,DOW,1255177D,4,0.2495304455166547,0.0313648764028302,0,0,0,0.0
2000/S1_a_2000/S2,2001/S1,EOP,PLD,5,0.318544283467304,0.0352231362643404,1,1,0,0.062270083753218075
2000/S1_a_2000/S2,2001/S1,AIV,PLD,6,0.3404690729652202,0.0322517273224772,4,4,0,0.22273397459866617
2000/S1_a_2000/S2,2001/S1,AIV,0574018D,7,0.3454865370154039,0.0320429655270715,1,1,0,0.06658016987295723
2000/S1_a_2000/S2,2001/S1,WY,544791Q,8,0.3575237649665723,0.0377029284049693,1,0,1,-0.09637935246676321
2000/S1_a_2000/S2,2001/S1,FNMA,FMCC,9,0.3577117888081602,0.0317256616459088,1,0,1,-0.021926115887759723
2000/S1_a_2000/S2,2001/S1,KIM,PLD,10,0.3639431363026233,0.0350036448376029,1,0,1,-0.009180939190288728
2000/S1_a_2000/S2,2001/S1,EQR,0574018D,11,0.406008562402917,0.0365574902267486,2,1,1,0.044458526124172004
2000/S1_a_2000/S2,2001/S1,D,TE,12,0.4081571248580076,0.0394615106537058,3,2,1,0.09582441339048409
2000/S1_a_2000/S2,2001/S1,AYE,TE,13,0.4549602391523422,0.0358427549135555,1,0,1,-0.06809859685164577
2000/S1_a_2000/S2,2001/S1,KIM,HCP,14,0.460684035680174,0.0395614035092726,1,0,1,-0.01982057416776406
2000/S1_a_2000/S2,2001/S1,EOP,AIV,15,0.468091689875223,0.0364766346036273,1,0,1,0.03848690587637116
2000/S1_a_2000/S2,2001/S1,PLD,GRMN,16,0.4683000591940072,0.0415304423460283,7,6,1,0.612888536399226
2000/S1_a_2000/S2,2001/S1,SPG,MAC,17,0.4691373429252508,0.04221172996622,1,1,0,0.13136627374453402
2000/S1_a_2000/S2,2001/S1,D,AYE,18,0.4744723611989911,0.0409266407823425,1,0,1,-0.11394350893105354
2000/S1_a_2000/S2,2001/S1,GGP,PLD,19,0.4996769923551483,0.0445920700199739,2,1,1,0.06055728166019314
2000/S1_a_2000/S2,2001/S1,KIM,GGP,20,0.5101281769927937,0.0419521283672446,2,1,1,0.1001057647669602
2000/S2_a_2001/S1,2001/S2,MCAI,GIDL,1,0.0558283810587454,0.0116844836042392,1,0,1,-0.05697609360312206
2000/S2_a_2001/S1,2001/S2,BF_B,1958Q,2,0.0678358416193987,0.016396655752468,4,4,0,0.1897679845933854
2000/S2_a_2001/S1,2001/S2,8375930Q,COP,3,0.0808418098181391,0.0084665207213027,1,0,1,-0.0062262925655804935
2000/S2_a_2001/S1,2001/S2,MHFI,SPGI,4,0.129398954368753,0.0206683588362791,5,5,0,0.38757836228933074
2000/S2_a_2001/S1,2001/S2,EOP,BXP,5,0.2239555773190886,0.0216908269479479,1,0,1,-0.04033501781066118
2000/S2_a_2001/S1,2001/S2,MCAI,PLD,6,0.242781893256506,0.027813811863307,2,2,0,0.11013948679780117
2000/S2_a_2001/S1,2001/S2,0574018D,PLD,7,0.2496662276237202,0.0300195874097497,1,1,0,0.0686295177095183
2000/S2_a_2001/S1,2001/S2,SNV,MTB,8,0.2825880687987592,0.033560568579067,2,1,1,-0.05489745215081121
2000/S2_a_2001/S1,2001/S2,GIDL,PLD,9,0.3194779478250211,0.0270508983038319,2,1,1,0.009344648470829608
2000/S2_a_2001/S1,2001/S2,SPG,PSA,10,0.325978781292747,0.0264685416619192,1,0,1,-0.06418548852317119
2000/S2_a_2001/S1,2001/S2,AIV,BXP,11,0.3425417315138475,0.0369241026350841,1,0,1,-0.003450902162249636
2000/S2_a_2001/S1,2001/S2,NYT,KRI,12,0.3454497692636096,0.036479300423108,2,1,1,0.04880504984050493
2000/S2_a_2001/S1,2001/S2,GIDL,KIM,13,0.3500804920015525,0.0346686027879514,1,0,1,-0.08637905468258478
2000/S2_a_2001/S1,2001/S2,MCAI,KIM,14,0.3507639410106549,0.0292474776690184,1,0,1,-0.02940296107946272
2000/S2_a_2001/S1,2001/S2,739306Q,8394653Q,15,0.352018803138435,0.037519511459846,0,0,0,0.0
2000/S2_a_2001/S1,2001/S2,AIV,PLD,16,0.3535676489767638,0.0337820820698348,1,0,1,0.012831465714667756
2000/S2_a_2001/S1,2001/S2,0574018D,VNO,17,0.3598108570122349,0.033155014190019,2,1,1,0.06913584776737025
2000/S2_a_2001/S1,2001/S2,KIM,SLG,18,0.3797524938036076,0.0389461373801841,2,1,1,0.10668240865148171
2000/S2_a_2001/S1,2001/S2,AIV,VNO,19,0.3935191870889412,0.0388681530662131,1,0,1,-0.03838462929120523
2000/S2_a_2001/S1,2001/S2,CL,HNZ,20,0.409209756493567,0.0368226337345578,2,1,1,0.15792382155593743
2001/S1_a_2001/S2,2002/S1,GIDL,PSX,1,0.0244776968179394,0.006437179106775,1,0,1,-0.012598824221646154
2001/S1_a_2001/S2,2002/S1,8375930Q,COP,2,0.0582723207836011,0.007865258109861,1,0,1,-0.0058929817277662
2001/S1_a_2001/S2,2002/S1,BF_B,1958Q,3,0.1030207205354827,0.0136097907061116,8,8,0,0.365000616036937
2001/S1_a_2001/S2,2002/S1,AEE,SCG,4,0.107165435089314,0.0182158751791944,2,1,1,0.017980928932257556
2001/S1_a_2001/S2,2002/S1,NMK,GIDL,5,0.1455097486917793,0.0217960962352742,1,0,1,-0.0223207139916467
2001/S1_a_2001/S2,2002/S1,NMK,PSX,6,0.1749628614001039,0.0193511820984108,1,0,1,-0.01222511333985088
2001/S1_a_2001/S2,2002/S1,8394653Q,PLD,7,0.1906692126189568,0.0271820184626481,2,1,1,0.0934748625850218
2001/S1_a_2001/S2,2002/S1,EQR,0574018D,8,0.2130208372778952,0.0243601602741294,1,1,0,0.05180955535924092
2001/S1_a_2001/S2,2002/S1,ETR,AEE,9,0.2489862649635483,0.0314991672409284,1,0,1,0.044953955327734496
2001/S1_a_2001/S2,2002/S1,VNO,SLG,10,0.2619468026131244,0.0291197177306501,2,1,1,0.10649965032792275
2001/S1_a_2001/S2,2002/S1,ETR,SCG,11,0.2685642119448062,0.0324011018764432,1,1,0,0.09410899200483946
2001/S1_a_2001/S2,2002/S1,1288652D,SCG,12,0.2781718373273065,0.0296615166367792,2,1,1,0.024234954852620616
2001/S1_a_2001/S2,2002/S1,EOP,AIV,13,0.2798182991305111,0.0331289539662305,1,0,1,-0.0035024222786047554
2001/S1_a_2001/S2,2002/S1,D,CIN,14,0.2801629910496785,0.0327948225123896,1,0,1,0.01218172663054451
2001/S1_a_2001/S2,2002/S1,WYE,SCG,15,0.2808041273161734,0.0333974880348138,2,1,1,-0.1471878749061698
2001/S1_a_2001/S2,2002/S1,544791Q,1051665D,16,0.2874469199156237,0.0298327322727652,0,0,0,0.0
2001/S1_a_2001/S2,2002/S1,AVB,PLD,17,0.2910696072586347,0.0265650186727042,1,0,1,-0.16779916683832874
2001/S1_a_2001/S2,2002/S1,TEG,PSX,18,0.294440958118912,0.0255059525413423,1,0,1,-0.12917659313378926
2001/S1_a_2001/S2,2002/S1,UPC,3133754Q,19,0.2965414479032233,0.0345807477813897,1,0,1,0.0025637052593769916
2001/S1_a_2001/S2,2002/S1,8394653Q,AVB,20,0.301623717075131,0.0310715989147348,1,0,1,-0.14603159725024328
2001/S2_a_2002/S1,2002/S2,MHFI,SPGI,1,0.0558530839088575,0.0147352233083009,12,12,0,0.7724206236458984
2001/S2_a_2002/S1,2002/S2,8375930Q,COP,2,0.0658534606548073,0.0079388324284792,1,0,1,-2.6834685964427507e-06
2001/S2_a_2002/S1,2002/S2,GIDL,PSX,3,0.0670070431992826,0.0082575167000287,1,0,1,-0.011493832211230126
2001/S2_a_2002/S1,2002/S2,BF_B,1958Q,4,0.0796823291072996,0.0134095586006166,10,10,0,0.4558590318920478
2001/S2_a_2002/S1,2002/S2,WFC,MTB,5,0.1773507169198183,0.0266510562285516,3,2,1,0.21988764628765445
2001/S2_a_2002/S1,2002/S2,WFC,355488Q,6,0.1847516949628698,0.0273818242357026,3,2,1,0.14471403361617263
2001/S2_a_2002/S1,2002/S2,KEY,MTB,7,0.1868844316495028,0.0239057395720164,3,3,0,0.1859550884179687
2001/S2_a_2002/S1,2002/S2,355488Q,MTB,8,0.1931254668388646,0.0279369131656804,2,1,1,0.08900388773239098
